LICENSE_TYPE_DESC,LICENSE_CATEGORY_DESC,FACILITY_STATUS_DESC,LICENSE_NUM,LICENSEE_NAME,PARENT_OSHPD_ID,OSHPD_ID,PERM_ID,FACILITY_NUM,FACID,FACILITY_LEVEL_DESC,FACILITY_NAME,FACNAME,CONSOLIDATED_NAME,DBA_ADDRESS,DBA_CITY,DBA_ZIP_CODE,COUNTY_NAME,COUNTY_FIPS_CODE,LA_COUNTY_SPA_CODE,CONGRESSIONAL_DISTRICT_NUM,ASSEMBLY_DISTRICT_NUM,SENATE_DISTRICT_NUM,MSSA_CODE,MSSA_DESIGNATION,CENSUS_TRACT_ID,CENSUS_BLOCK_ID,LONGITUDE,LATITUDE
Hospital,Acute Psychiatric Hospital,Open,090000092,COUNTY OF SAN DIEGO,106374055,106374055,16186,374055,090000159,Parent Facility,SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,,3853 ROSECRANS STREET,SAN DIEGO,92110,SAN DIEGO,073,,53,78,39,161b,Urban,06073006500,060730065001029,-117.20257,32.75376
Hospital,General Acute Care Hospital,Open,090000013,"ALVARADO HOSPITAL, LLC",106370652,106374063,16263,374063,090000847,Consolidated Facility,ALVARADO HOSPITAL MEDICAL CENTER,ALVARADO HOSPITAL REHAB,,6645 ALVARADO ROAD,SAN DIEGO,92120,SAN DIEGO,073,,53,79,39,161e,Urban,06073002904,060730029041003,-117.05696,32.7771
Hospital,General Acute Care Hospital,Open,090000013,"ALVARADO HOSPITAL, LLC",106370652,106374063,16263,374063,090000763,Consolidated Facility,ALVARADO HOSPITAL MEDICAL CENTER,ALVARADO HOSPITAL REHAB,,6645 ALVARADO ROAD,SAN DIEGO,92120,SAN DIEGO,073,,53,79,39,161e,Urban,06073002904,060730029041003,-117.05696,32.7771
Hospital,General Acute Care Hospital,Open,090000013,"ALVARADO HOSPITAL, LLC",106370652,106374063,16263,374063,090000839,Consolidated Facility,ALVARADO HOSPITAL MEDICAL CENTER,ALVARADO HOSPITAL MEDICAL CENTER,,6645 ALVARADO ROAD,SAN DIEGO,92120,SAN DIEGO,073,,53,79,39,161e,Urban,06073002904,060730029041003,-117.05696,32.7771
Hospital,General Acute Care Hospital,Open,090000404,"VIBRA HOSPITAL OF SAN DIEGO, LLC",106374094,106374094,16703,374094,090000977,Parent Facility,VIBRA HOSPITAL OF SAN DIEGO,VIBRA HOSPITAL OF SAN DIEGO,,555 WASHINGTON STREET,SAN DIEGO,92103,SAN DIEGO,073,,53,78,39,161b,Urban,06073000400,060730004002008,-117.16001,32.74986
Hospital,General Acute Care Hospital,Open,090000101,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,106370782,106374141,11659,374141,090001116,Consolidated Facility,UCSD HEALTH LA JOLLA - JACOBS MEDICAL CENTER & SULPIZIO CARDIOVASCULAR CENTER,UC SAN DIEGO HEALTH LA JOLLA - JACOBS MEDICAL CENTER & SULPIZIO CARDIOVASCULAR CENTER,,9300 CAMPUS POINT DRIVE,LA JOLLA,92037,SAN DIEGO,073,,52,78,39,161r,Urban,06073008305,060730083052006,-117.22331,32.87799
,,Under Construction,,,106374572,106374572,18230,374572,,,PALOMAR REHABILITATION INSTITUTE,,,2181 CITRACADO PARKWAY,ESCONDIDO,92029,SAN DIEGO,,,50,75,38,156e,Urban,06073020307,060730203072079,,
Hospital,General Acute Care Hospital,Open,220000197,SUTTER WEST BAY HOSPITALS,106380929,106380777,12404,380777,220000002,Consolidated Facility,CALIFORNIA PACIFIC MED CTR-CALIFORNIA WEST,CALIFORNIA PACIFIC MEDICAL CENTER - CALIFORNIA WEST CAMPUS HOSPITAL,,3700 CALIFORNIA STREET,SAN FRANCISCO,94118,SAN FRANCISCO,075,,12,19,11,162b,Urban,06075013300,060750133005004,-122.45599,37.78611
Hospital,Acute Psychiatric Hospital,Open,220000224,HEBREW HOME FOR THE AGED DISABLED,106380842,106380842,12426,380842,220000516,Parent Facility,JEWISH HOME,JEWISH HOME,,302 SILVER AVENUE,SAN FRANCISCO,94112,SAN FRANCISCO,075,,14,19,11,162c,Urban,06075025500,060750255002027,-122.43168,37.72884
Hospital,Acute Psychiatric Hospital,Open,220000224,HEBREW HOME FOR THE AGED DISABLED,106380842,106380842,12426,380842,220000518,Parent Facility,JEWISH HOME,JEWISH HOME D/P SNF,,302 SILVER AVENUE,SAN FRANCISCO,94112,SAN FRANCISCO,075,,14,19,11,162c,Urban,06075025500,060750255002027,-122.43168,37.72884
Hospital,General Acute Care Hospital,Open,220000188,KAISER FOUNDATION HOSPITALS,106380857,106380857,12430,380857,220000008,Parent Facility,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,,2425 GEARY BOULEVARD,SAN FRANCISCO,94115,SAN FRANCISCO,075,,12,19,11,162h,Urban,06075015700,060750157001001,-122.44289,37.78274
Hospital,General Acute Care Hospital,Open,220000040,CITY & COUNTY OF SAN FRANCISCO DEPT PUBLIC HEALTH,106380865,106380865,12432,380865,220000012,Parent Facility,LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,,375 LAGUNA HONDA BOULEVARD,SAN FRANCISCO,94116,SAN FRANCISCO,075,,14,19,11,162g,Urban,06075030400,060750304001013,-122.45871,37.74761
Hospital,General Acute Care Hospital,Open,220000040,CITY & COUNTY OF SAN FRANCISCO DEPT PUBLIC HEALTH,106380865,106380865,12432,380865,220000512,Parent Facility,LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,LAGUNA HONDA HOSPITAL & REHABILITATION CTR D/P SNF,,375 LAGUNA HONDA BOULEVARD,SAN FRANCISCO,94116,SAN FRANCISCO,075,,14,19,11,162g,Urban,06075030400,060750304001013,-122.45871,37.74761
Hospital,Acute Psychiatric Hospital,Open,220000377,UNIVERSITY OF CALIFORNIA BOARD OF REGENTS,106380868,106380868,12433,380868,220000033,Parent Facility,LANGLEY PORTER PSYCHIATRIC INSTITUTE,LANGLEY PORTER PSYCHIATRIC INSTITUTE,,401 PARNASSUS AVENUE,SAN FRANCISCO,94143,SAN FRANCISCO,075,,12,17,11,162g,Urban,06075030102,060750301021003,-122.45665,37.76372
Hospital,General Acute Care Hospital,Open,220000091,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,106381154,106380895,12443,380895,220000015,Consolidated Facility,UCSF MEDICAL CENTER AT MOUNT ZION,UCSF MEDICAL CENTER AT MOUNT ZION,,1600 DIVISADERO STREET,SAN FRANCISCO,94115,SAN FRANCISCO,075,,12,19,11,162h,Urban,06075015500,060750155003000,-122.43959,37.78436
Hospital,General Acute Care Hospital,Open,220000197,SUTTER WEST BAY HOSPITALS,106380929,106380929,12482,380929,220000327,Parent Facility,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,CALIFORNIA PACIFIC MEDICAL CENTER - PACIFIC CAMPUS HOSPITAL D/P APH,,2333 BUCHANAN STREET,SAN FRANCISCO,94115,SAN FRANCISCO,075,,12,19,11,162b,Urban,06075013500,060750135002001,-122.43102,37.79149
Hospital,General Acute Care Hospital,Open,220000197,SUTTER WEST BAY HOSPITALS,106380929,106380929,12482,380929,220000022,Parent Facility,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,CALIFORNIA PACIFIC MEDICAL CENTER - PACIFIC CAMPUS HOSPITAL,,2333 BUCHANAN STREET,SAN FRANCISCO,94115,SAN FRANCISCO,075,,12,19,11,162b,Urban,06075013500,060750135002001,-122.43102,37.79149
Hospital,General Acute Care Hospital,Open,220000197,SUTTER WEST BAY HOSPITALS,106380929,106380933,12416,380933,220000205,Consolidated Facility,CALIFORNIA PACIFIC MED CTR-DAVIES CAMPUS,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL D/P SNF,,601 DUBOCE AVENUE,SAN FRANCISCO,94117,SAN FRANCISCO,075,,12,17,11,162g,Urban,06075016900,060750169002000,-122.43465,37.7691
Hospital,General Acute Care Hospital,Open,220000197,SUTTER WEST BAY HOSPITALS,106380929,106380933,12416,380933,220000023,Consolidated Facility,CALIFORNIA PACIFIC MED CTR-DAVIES CAMPUS,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL,,601 DUBOCE AVENUE,SAN FRANCISCO,94117,SAN FRANCISCO,075,,12,17,11,162g,Urban,06075016900,060750169002000,-122.43465,37.7691
Hospital,General Acute Care Hospital,Open,220000197,SUTTER WEST BAY HOSPITALS,106380929,106380933,12416,380933,220000815,Consolidated Facility,CALIFORNIA PACIFIC MED CTR-DAVIES CAMPUS,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL D/P APH,,601 DUBOCE AVENUE,SAN FRANCISCO,94117,SAN FRANCISCO,075,,12,17,11,162g,Urban,06075016900,060750169002000,-122.43465,37.7691
Hospital,General Acute Care Hospital,Open,220000063,CITY & COUNTY OF SAN FRANCISCO DEPT PUBLIC HEALTH,106380939,106380939,12463,380939,220000019,Parent Facility,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER,PRISCILLA CHAN AND MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL AND TRAUMA CENTER,,1001 POTRERO AVENUE,SAN FRANCISCO,94110,SAN FRANCISCO,075,,12,17,11,162c,Urban,06075022802,060750228022008,-122.40637,37.75657
Hospital,General Acute Care Hospital,Open,220000063,CITY & COUNTY OF SAN FRANCISCO DEPT PUBLIC HEALTH,106380939,106380939,12463,380939,220001189,Parent Facility,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER,SAN FRANCISCO GENERAL HOSPITAL RENAL CENTER,,1001 POTRERO AVENUE,SAN FRANCISCO,94110,SAN FRANCISCO,075,,12,17,11,162c,Urban,06075022802,060750228022008,-122.40637,37.75657
Hospital,General Acute Care Hospital,Open,220000063,CITY & COUNTY OF SAN FRANCISCO DEPT PUBLIC HEALTH,106380939,106380939,12463,380939,220000531,Parent Facility,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER,SAN FRANCISCO GENERAL HOSPITAL D/P APH,,1001 POTRERO AVENUE,SAN FRANCISCO,94110,SAN FRANCISCO,075,,12,17,11,162c,Urban,06075022802,060750228022008,-122.40637,37.75657
Hospital,General Acute Care Hospital,Open,220000063,CITY & COUNTY OF SAN FRANCISCO DEPT PUBLIC HEALTH,106380939,106380939,12463,380939,220000888,Parent Facility,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER,SAN FRANCISCO GENERAL HOSPITAL D/P SNF,,1001 POTRERO AVENUE,SAN FRANCISCO,94110,SAN FRANCISCO,075,,12,17,11,162c,Urban,06075022802,060750228022008,-122.40637,37.75657
Hospital,General Acute Care Hospital,Open,220000069,ST. FRANCIS MEMORIAL HOSPITAL,106380960,106380960,12457,380960,220000029,Parent Facility,ST. FRANCIS MEMORIAL HOSPITAL,SAINT FRANCIS MEMORIAL HOSPITAL,,900 HYDE STREET,SAN FRANCISCO,94109,SAN FRANCISCO,075,,12,17,11,162b,Urban,06075011100,060750111003000,-122.41695,37.78917
Hospital,General Acute Care Hospital,Open,220000069,ST. FRANCIS MEMORIAL HOSPITAL,106380960,106380960,12457,380960,220000234,Parent Facility,ST. FRANCIS MEMORIAL HOSPITAL,SAINT FRANCIS MEMORIAL HOSPITAL D/P APH,,900 HYDE STREET,SAN FRANCISCO,94109,SAN FRANCISCO,075,,12,17,11,162b,Urban,06075011100,060750111003000,-122.41695,37.78917
Hospital,General Acute Care Hospital,Open,220000070,SUTTER BAY HOSPITALS,106380964,106380964,12459,380964,220000242,Parent Facility,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS HOSPITAL,,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,94110,SAN FRANCISCO,075,,12,17,11,162c,Urban,06075025300,060750253004006,-122.42052,37.74799
Hospital,General Acute Care Hospital,Open,220000070,SUTTER BAY HOSPITALS,106380964,106380964,12459,380964,220000018,Parent Facility,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE?¦S CAMPUS HOSPITAL,,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,94110,SAN FRANCISCO,075,,12,17,11,162c,Urban,06075025300,060750253004006,-122.42052,37.74799
Hospital,General Acute Care Hospital,Open,220000071,DIGNITY HEALTH,106380965,106380965,12460,380965,220000303,Parent Facility,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",ST. MARY'S MEDICAL CENTER D/P SNF,,450 STANYAN STREET,SAN FRANCISCO,94117,SAN FRANCISCO,075,,12,17,11,162g,Urban,06075016500,060750165004001,-122.45441,37.77408
Hospital,General Acute Care Hospital,Open,220000071,DIGNITY HEALTH,106380965,106380965,12460,380965,220000225,Parent Facility,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",ST. MARY'S MEDICAL CENTER D/P APH,,450 STANYAN STREET,SAN FRANCISCO,94117,SAN FRANCISCO,075,,12,17,11,162g,Urban,06075016500,060750165004001,-122.45441,37.77408
Hospital,General Acute Care Hospital,Open,220000071,DIGNITY HEALTH,106380965,106380965,12460,380965,220000030,Parent Facility,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",ST. MARY'S MEDICAL CENTER,,450 STANYAN STREET,SAN FRANCISCO,94117,SAN FRANCISCO,075,,12,17,11,162g,Urban,06075016500,060750165004001,-122.45441,37.77408
Hospital,General Acute Care Hospital,Open,220000091,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,106381154,106381154,12476,381154,630012292,Parent Facility,UCSF MEDICAL CENTER,UCSF ORGAN TRANSPLANT,,505 PARNASSUS AVENUE,SAN FRANCISCO,94143,SAN FRANCISCO,075,,12,17,11,162g,Urban,06075030102,060750301021003,-122.4576564,37.7635148
Hospital,General Acute Care Hospital,Open,220000091,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,106381154,106381154,12476,381154,220000031,Parent Facility,UCSF MEDICAL CENTER,UCSF MEDICAL CENTER,,505 PARNASSUS AVENUE,SAN FRANCISCO,94143,SAN FRANCISCO,075,,12,17,11,162g,Urban,06075030102,060750301021003,-122.4576564,37.7635148
Hospital,General Acute Care Hospital,Open,220000122,CHINESE HOSPITAL,106382715,106382715,14621,382715,220000003,Parent Facility,CHINESE HOSPITAL,CHINESE HOSPITAL,,845 JACKSON STREET,SAN FRANCISCO,94133,SAN FRANCISCO,075,,12,17,11,162a,Urban,06075011300,060750113001006,-122.40926,37.79565
,,Under Construction,,,106384176,106384176,18165,384176,,,CALIFORNIA PACIFIC MED CTR-CATHEDERAL HILL CAMPUS,,,1101 VAN NESS AVENUE,SAN FRANCISCO,94109,SAN FRANCISCO,,,12,17,11,162a,Urban,06075015100,060750151002003,,
Hospital,General Acute Care Hospital,Open,220000091,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,106381154,106384200,18181,384200,630015778,Consolidated Facility,UCSF MEDICAL CENTER AT MISSION BAY,UCSF MEDICAL CENTER AT MISSION BAY,,1975 4TH STREET,SAN FRANCISCO,94158,SAN FRANCISCO,,,12,17,11,162c,Urban,06075060700,060750607001053,-122.39129,37.77189
,,Under Construction,,,106394128,106394128,18232,394128,,,STOCKTON REHABILITATION HOSPITAL,,,607 E. MAGNOLIA STREET,STOCKTON,95202,SAN JOAQUIN,,,9,13,5,169b,Urban,06077000402,060770004021004,,
Hospital,General Acute Care Hospital,Open,050000031,DIGNITY HEALTH,106400480,106400480,12964,400480,050000016,Parent Facility,FRENCH HOSPITAL MEDICAL CENTER,FRENCH HOSPITAL MEDICAL CENTER,,1911 JOHNSON AVENUE,SAN LUIS OBISPO,93401,SAN LUIS OBISPO,079,,24,35,17,172,Rural,06079011002,060790110021017,-120.64977,35.27801
Hospital,General Acute Care Hospital,Open,050000059,"SIERRA VISTA HOSPITAL, INC.",106400524,106400524,10778,400524,050000031,Parent Facility,SIERRA VISTA REGIONAL MEDICAL CENTER,SIERRA VISTA REGIONAL MEDICAL CENTER,,1010 MURRAY STREET,SAN LUIS OBISPO,93405,SAN LUIS OBISPO,079,,24,35,17,172,Rural,06079010902,060790109023001,-120.666309,35.290986
Hospital,General Acute Care Hospital,Open,050000078,"TWIN CITIES COMMUNITY HOSPITAL, INC",106400548,106400548,13999,400548,050000037,Parent Facility,TWIN CITIES COMMUNITY HOSPITAL,TWIN CITIES COMMUNITY HOSPITAL,,1100 LAS TABLAS ROAD,TEMPLETON,93465,SAN LUIS OBISPO,079,,24,35,17,170,Urban,06079012704,060790127043042,-120.71967,35.5543
Hospital,Acute Psychiatric Hospital,Open,150000498,"STATE OF CALIFORNIA, DEPARTMENT OF STATE HOSPITALS",106400683,106400683,70768,400683,150001243,Parent Facility,DEPARTMENT OF STATE HOSPITALS - ATASCADERO,DEPARTMENT OF STATE HOSPITALS - ATASCADERO,,10333 EL CAMINO REAL,ATASCADERO,93422,SAN LUIS OBISPO,079,,24,35,17,170,Urban,06079012800,060790128001010,-120.64435,35.46102
Hospital,Acute Psychiatric Hospital,Open,150000498,"STATE OF CALIFORNIA, DEPARTMENT OF STATE HOSPITALS",106400683,106400683,70768,400683,150001245,Parent Facility,DEPARTMENT OF STATE HOSPITALS - ATASCADERO,DEPARTMENT OF STATE HOSPITALS - ATASCADERO,,10333 EL CAMINO REAL,ATASCADERO,93422,SAN LUIS OBISPO,079,,24,35,17,170,Urban,06079012800,060790128001010,-120.64435,35.46102
Hospital,General Acute Care Hospital,Open,220000022,KAISER FOUNDATION HOSPITALS,106410806,106410806,13086,410806,220000009,Parent Facility,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,,1200 EL CAMINO REAL,SOUTH SAN FRANCISCO,94080,SAN MATEO,081,,14,19,13,176a,Urban,06081601902,060816019021002,-122.43837,37.65806
Hospital,General Acute Care Hospital,Open,220000026,SETON MEDICAL CENTER,106410817,106410817,10801,410817,220000415,Parent Facility,SETON MEDICAL CENTER,SETON MEDICAL CENTER D/P APH,,1900 SULLIVAN AVENUE,DALY CITY,94015,SAN MATEO,081,,14,19,11,176d,Urban,06081601400,060816014002001,-122.47283,37.68172
Hospital,General Acute Care Hospital,Open,220000026,SETON MEDICAL CENTER,106410817,106410817,10801,410817,220000026,Parent Facility,SETON MEDICAL CENTER,SETON MEDICAL CENTER,,1900 SULLIVAN AVENUE,DALY CITY,94015,SAN MATEO,081,,14,19,11,176d,Urban,06081601400,060816014002001,-122.47283,37.68172
Hospital,General Acute Care Hospital,Open,220000026,SETON MEDICAL CENTER,106410817,106410817,10801,410817,220000416,Parent Facility,SETON MEDICAL CENTER,SETON MEDICAL CENTER,,1900 SULLIVAN AVENUE,DALY CITY,94015,SAN MATEO,081,,14,19,11,176d,Urban,06081601400,060816014002001,-122.47283,37.68172
Hospital,General Acute Care Hospital,Open,220000026,SETON MEDICAL CENTER,106410817,106410828,12678,410828,220000349,Consolidated Facility,SETON COASTSIDE,SETON COASTSIDE D/P SNF,,600 MARINE BOULEVARD,MOSS BEACH,94038,SAN MATEO,,,14,22,13,175.1,Rural,06081613600,060816136002026,-122.50882,37.52439
Hospital,General Acute Care Hospital,Open,220000026,SETON MEDICAL CENTER,106410817,106410828,12678,410828,220000028,Consolidated Facility,SETON COASTSIDE,SETON COASTSIDE,,600 MARINE BOULEVARD,MOSS BEACH,94038,SAN MATEO,,,14,22,13,175.1,Rural,06081613600,060816136002026,-122.50882,37.52439
Hospital,General Acute Care Hospital,Open,220000037,SUTTER BAY HOSPITALS,106410852,106410852,10804,410852,220000017,Parent Facility,MILLS-PENINSULA MEDICAL CENTER,MILLS-PENINSULA MEDICAL CENTER,,1501 TROUSDALE DRIVE,BURLINGAME,94010,SAN MATEO,081,,14,22,13,176e,Urban,06081605000,060816050001006,-122.3832465,37.5944692
Hospital,General Acute Care Hospital,Open,220000045,DIGNITY HEALTH,106410891,106410891,10811,410891,220000025,Parent Facility,SEQUOIA HOSPITAL,SEQUOIA HOSPITAL,,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,94062,SAN MATEO,081,,18,22,13,176g,Urban,06081609800,060816098002003,-122.25377,37.48129
Hospital,General Acute Care Hospital,Open,220000276,SUTTER BAY HOSPITALS,106414018,106414018,16836,414018,220000716,Parent Facility,MENLO PARK SURGICAL HOSPITAL,MENLO PARK SURGICAL HOSPITAL,,570 WILLOW ROAD,MENLO PARK,94025,SAN MATEO,081,,18,24,13,176c,Urban,06081613900,060816139005016,-122.16212,37.45797
Hospital,General Acute Care Hospital,Open,220000021,KAISER FOUNDATION HOSPITALS,106414139,106414139,18219,414139,220000010,Parent Facility,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,,1100 VETERANS BLVD.,REDWOOD CITY,94063,SAN MATEO,,,14,22,13,176c,Urban,06081610202,060816102021027,-122.22463,37.48967
Hospital,General Acute Care Hospital,Open,220000037,SUTTER BAY HOSPITALS,106410852,106414145,18222,414145,630012984,Distinct Part Facility,MILLS HEALTH CENTER D/P APH,MILLS HEALTH CENTER D/P APH,,100 S. SAN MATEO DR,SAN MATEO,94401,SAN MATEO,,,14,22,13,176f,Urban,06081606300,060816063003020,-122.32562,37.56585
Hospital,General Acute Care Hospital,Closed,050000140,SANTA BARBARA COTTAGE HOSPITAL,106420514,106420506,12545,420506,050000022,Consolidated Facility,SANTA BARBARA COTTAGE CARE CENTER,COTTAGE REHABILITATION HOSPITAL,,2415 DE LA VINA STREET,SANTA BARBARA,93105,SANTA BARBARA,083,,24,37,19,181b,Urban,06083000302,060830003021003,,
Hospital,General Acute Care Hospital,Open,050000057,"SANTA YNEZ VALLEY COTTAGE HOSPITAL, INC.",106420522,106420522,10848,420522,050000030,Parent Facility,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SANTA YNEZ VALLEY COTTAGE HOSPITAL,,2050 VIBORG ROAD,SOLVANG,93463,SANTA BARBARA,083,,24,37,19,178.1,Rural,06083001903,060830019032006,-120.12721,34.60243
,,Under Construction,,,106420535,106420535,10849,420535,,,MARIAN WEST HOSPITAL,,,505 EAST PLAZA DRIVE,SANTA MARIA,93454,SANTA BARBARA,,,,,,,,,,,
Hospital,General Acute Care Hospital,Open,050000140,SANTA BARBARA COTTAGE HOSPITAL,106420514,106424047,17662,424047,050000022,Consolidated Facility,COTTAGE REHABILITATION HOSPITAL,COTTAGE REHABILITATION HOSPITAL,,2415 DE LA VINA STREET,SANTA BARBARA,93105,SANTA BARBARA,083,,24,37,19,181b,Urban,06083000302,060830003021003,-119.72248,34.43306
Hospital,Chemical Dep. Recovery Hospital,Open,550002810,LOMPOC VALLEY MEDICAL CENTER,106424102,106424102,18218,424102,630014851,Parent Facility,THE CHAMPION CENTER,THE CHAMPION CENTER,,303 SOUTH C STREET,LOMPOC,93436,SANTA BARBARA,,,24,35,19,179,Rural,06083002703,060830027032046,-120.45148,34.64229
Hospital,General Acute Care Hospital,Open,070000660,EL CAMINO HOSPITAL,106430763,106430743,10874,430743,070000136,Consolidated Facility,EL CAMINO HOSPITAL LOS GATOS,EL CAMINO HOSPITAL LOS GATOS,,815 POLLARD ROAD,LOS GATOS,95032,SANTA CLARA,085,,18,28,15,183m,Urban,06085506703,060855067033001,-121.97057,37.26277
Hospital,General Acute Care Hospital,Open,070000660,EL CAMINO HOSPITAL,106430763,106430763,10883,430763,070001351,Parent Facility,EL CAMINO HOSPITAL,EL CAMINO HOSPITAL,,2500 GRANT ROAD,MOUNTAIN VIEW,94040,SANTA CLARA,085,,18,24,13,183a,Urban,06085509901,060855099011013,-122.07801,37.36779
Hospital,General Acute Care Hospital,Open,070000660,EL CAMINO HOSPITAL,106430763,106430763,10883,430763,070001353,Parent Facility,EL CAMINO HOSPITAL,EL CAMINO HOSPITAL D/P APH,,2500 GRANT ROAD,MOUNTAIN VIEW,94040,SANTA CLARA,085,,18,24,13,183a,Urban,06085509901,060855099011013,-122.07801,37.36779
Hospital,General Acute Care Hospital,Open,070000048,"GOOD SAMARITAN HOSPITAL, LP",106430779,106430779,10890,430779,070000153,Parent Facility,GOOD SAMARITAN HOSPITAL-SAN JOSE,GOOD SAMARITAN HOSPITAL,,2425 SAMARITAN DRIVE,SAN JOSE,95124,SANTA CLARA,085,,18,28,15,183m,Urban,06085502702,060855027025003,-121.9449,37.25116
Hospital,General Acute Care Hospital,Open,070000072,O'CONNOR HOSPITAL,106430837,106430837,10919,430837,070000146,Parent Facility,O'CONNOR HOSPITAL,O'CONNOR HOSPITAL,,2105 FOREST AVENUE,SAN JOSE,95128,SANTA CLARA,085,,18,28,10,183j,Urban,06085500500,060855005005013,-121.93727,37.32714
Hospital,General Acute Care Hospital,Open,070000072,O'CONNOR HOSPITAL,106430837,106430837,10919,430837,070000868,Parent Facility,O'CONNOR HOSPITAL,O'CONNOR HOSPITAL D/P SNF,,2105 FOREST AVENUE,SAN JOSE,95128,SANTA CLARA,085,,18,28,10,183j,Urban,06085500500,060855005005013,-121.93727,37.32714
Hospital,General Acute Care Hospital,Open,070000662,STANDFORD HEALTH CARE,106430905,106430905,10943,430905,630011839,Parent Facility,STANFORD HEALTH CARE,STANFORD HOSPITAL TRANSPLANT,,300 PASTEUR DRIVE,PALO ALTO,94305,SANTA CLARA,085,,18,24,13,183a,Urban,06085511609,060855116091041,-122.175881,37.433
Hospital,General Acute Care Hospital,Open,070000662,STANDFORD HEALTH CARE,106430905,106430905,10943,430905,070001359,Parent Facility,STANFORD HEALTH CARE,STANFORD HOSPITAL D/P APH,,300 PASTEUR DRIVE,PALO ALTO,94305,SANTA CLARA,085,,18,24,13,183a,Urban,06085511609,060855116091041,-122.175881,37.433
Hospital,General Acute Care Hospital,Open,070000662,STANDFORD HEALTH CARE,106430905,106430905,10943,430905,070001357,Parent Facility,STANFORD HEALTH CARE,STANFORD HEALTH CARE,,300 PASTEUR DRIVE,PALO ALTO,94305,SANTA CLARA,085,,18,24,13,183a,Urban,06085511609,060855116091041,-122.175881,37.433
Hospital,General Acute Care Hospital,Open,070000048,"GOOD SAMARITAN HOSPITAL, LP",106430779,106430915,10878,430915,070000154,Consolidated Facility,MISSION OAKS HOSPITAL,MISSION OAKS HOSPITAL,,15891 LOS GATOS-ALMADEN ROAD,LOS GATOS,95032,SANTA CLARA,085,,18,28,15,183m,Urban,06085506802,060855068021026,-121.94622,37.24364
Hospital,General Acute Care Hospital,Open,070000048,"GOOD SAMARITAN HOSPITAL, LP",106430779,106430915,10878,430915,070001410,Consolidated Facility,MISSION OAKS HOSPITAL,MISSION OAKS HOSPITAL - D/P APH,,15891 LOS GATOS-ALMADEN ROAD,LOS GATOS,95032,SANTA CLARA,085,,18,28,15,183m,Urban,06085506802,060855068021026,-121.94622,37.24364
Hospital,General Acute Care Hospital,Open,070000117,KAISER FOUNDATION HOSPITALS,106431506,106431506,12952,431506,070000150,Parent Facility,KAISER FOUNDATION HOSPITAL - SAN JOSE,KAISER FOUNDATION HOSPITAL-SAN JOSE,,250 HOSPITAL PARKWAY,SAN JOSE,95119,SANTA CLARA,085,,19,29,17,183i,Urban,06085512033,060855120332022,-121.80269,37.23924
